Region,MainSourceofIncome,AgriculturalHouseholdindicator,ImputedHouseRentalValue,HouseholdHeadSex,HouseholdHeadAge,HouseholdHeadMaritalStatus,HouseholdHeadHighestGradeCompleted,HouseholdHeadJoborBusinessIndicator,HouseholdHeadOccupation,HouseholdHeadClassofWorker,TypeofHousehold,TotalNumberofFamilymembers,Memberswithagelessthan5yearold,Memberswithage517yearsold,Totalnumberoffamilymembersemployed,Electricity,MainSourceofWaterSupply,TotalMovableAssests,Dependants,HouseSpacePerPerson,MovableMerchPerPerson,TotalNecessaryExpenditure,TotalUnnecessaryExpenditure,CurrentTaxPaid,PredNecessaryExp,PredUnnecessaryExp,AdjustedTax
8,0,0,9000,1,65,2,16,1,150,1,0,8,1,1,0,1,7,4,8,9.375,0.5,156353,44266,20382.0,109175.53547854505,13984.609747814766,2610.7892636439133
15,2,0,39000,1,54,2,21,1,148,3,0,5,2,0,2,1,3,13,3,13.2,2.6,131712,88094,47060.0,102252.62187901295,121220.23360548331,55789.51511115141
0,2,0,4200,0,47,3,41,1,123,3,1,1,0,0,1,1,4,7,0,65.0,7.0,26692,50826,9528.0,35586.68150992317,65073.973378311566,17422.94566509838
6,2,0,0,1,58,2,21,1,128,1,0,4,0,0,3,1,3,6,1,6.25,1.5,58048,72950,10743.6,79445.19083548815,78216.65777154351,10577.46196587875
9,2,2,300000,0,90,5,6,0,359,2,0,8,0,0,4,1,3,12,4,12.5,1.5,133265,388511,-1145857.28,126863.97812389837,144194.38066848795,-1302388.4578387914
9,2,2,60000,1,43,2,21,1,38,4,1,6,1,1,3,1,3,6,3,6.666666666666667,1.0,129316,50550,3773.8,90904.23857064756,98615.77833330982,4093.936983862616
9,2,2,37800,1,71,2,21,0,359,2,0,16,2,6,5,1,3,13,11,2.0625,0.8125,236532,192147,89156.5,193693.02702141664,139934.42030625744,64411.5244409669
5,2,0,36000,1,38,2,7,1,1,4,1,5,1,2,2,1,3,9,3,12.0,1.8,66997,98118,66138.5,89355.83335862138,98571.36114586184,72959.55646209158
5,1,0,15000,1,73,2,21,0,359,2,1,3,0,0,1,1,3,7,2,16.666666666666668,2.3333333333333335,54637,36614,90777.75,74544.92200328343,56195.8003344947,68432.94186544299
3,2,0,24000,1,51,2,35,1,149,3,1,8,2,0,5,1,3,12,3,10.0,1.5,115877,118031,110414.75,124541.63211742605,142445.86017173508,126288.08352670034
5,2,0,33000,1,68,2,6,0,359,2,0,9,4,0,3,1,3,11,6,5.666666666666667,1.2222222222222223,104219,153726,98845.0,121324.00650158488,102827.27896164899,83775.36055761084
3,2,0,18000,1,64,2,18,1,0,5,0,8,1,2,2,1,3,14,6,10.5,1.75,127356,119418,124800.0,128241.3305223861,121483.39616263106,118223.41346068455
3,2,0,60000,1,54,2,0,1,260,3,0,6,0,2,2,1,0,15,4,13.333333333333334,2.5,113586,117713,141449.8,119377.02364996045,147172.6118145262,174384.7841916711
11,2,0,15000,0,82,5,6,0,359,2,0,8,0,3,1,1,0,8,7,2.25,1.0,121331,42330,24434.0,119135.61213169465,74122.28919812977,15202.037257046835
6,1,1,7800,1,70,2,18,0,359,2,1,3,0,0,1,1,3,5,2,33.333333333333336,1.6666666666666667,37740,15294,44587.0,69079.7259032509,48008.22296614972,30986.553716059014
9,0,2,27000,1,35,2,10,1,146,4,1,5,1,2,1,1,3,7,4,4.0,1.4,112469,94918,36645.25,87019.9539891119,71240.01290960345,30000.10874979651
9,2,2,84000,0,50,5,17,1,129,1,0,8,0,3,3,1,3,8,5,12.0,1.0,97415,123510,49117.0,116216.57233721965,123362.63162993736,52137.163021689856
3,2,0,12000,1,47,2,21,1,37,4,1,7,1,3,4,0,8,7,3,11.428571428571429,1.0,76144,41682,5603.6,89948.86382577833,83390.53122367266,5195.031497785889
9,2,2,60000,1,46,2,21,1,204,4,0,8,1,0,3,1,3,11,5,10.625,1.375,123288,93169,142806.4,120455.2327871669,136649.64250861364,162005.77639015712
11,0,1,9000,1,56,2,17,1,331,0,0,9,1,2,0,1,4,16,9,7.222222222222222,1.7777777777777777,166445,57942,26916.600000000002,149775.26659530346,114013.74591537849,20489.78087682541
7,0,0,90000,1,41,2,42,1,131,1,0,5,0,2,0,1,3,12,5,28.6,2.4,148387,221838,344414.19999999995,107017.1499404577,100561.10386631177,323636.6522422129
3,1,0,42000,1,87,2,21,0,359,2,0,4,0,0,3,1,4,12,1,25.0,3.0,98841,107985,59290.5,96928.70044238013,102135.66028667046,62475.55510998179
11,0,1,72000,0,73,5,41,0,359,2,0,7,0,3,3,1,0,18,4,20.0,2.5714285714285716,113461,239898,-630907.2,137437.3538598141,143948.21643889934,-660795.3633267281
9,0,2,300000,0,53,2,42,0,359,2,1,3,0,0,0,1,3,9,3,10.666666666666666,3.0,53762,63029,228112.0,79308.91543940277,108736.92221124975,312754.2050225695
7,2,0,33000,1,56,2,33,1,296,3,1,2,0,0,1,1,4,8,1,36.5,4.0,63064,82656,61420.5,65720.08171343576,80468.24446457658,75203.79890407388
15,2,0,0,1,42,2,8,1,230,3,1,3,0,1,2,1,3,8,1,11.0,2.6666666666666665,88088,103863,24176.2,78376.48119608665,90721.50999211158,27984.17760531969
6,2,0,60000,1,51,2,41,1,133,3,0,6,0,1,2,1,3,15,4,16.666666666666668,2.5,130053,221235,105137.5,118565.00557016552,142936.8583190811,126749.23658337757
5,2,0,27000,1,42,2,7,1,37,5,0,6,1,2,3,1,3,8,3,8.333333333333334,1.3333333333333333,130030,103400,22062.600000000002,94723.71398340903,92669.18925883711,21584.069806427993
15,2,0,69000,1,56,2,21,1,129,1,0,6,1,0,1,1,3,9,5,13.333333333333334,1.5,116524,51589,18466.0,104677.61611382244,91225.42747557003,16092.92231045977
12,2,0,24000,1,49,2,42,1,248,4,1,7,0,1,4,1,3,13,3,17.142857142857142,1.8571428571428572,99288,148262,72610.0,129531.03176397004,145263.43415141106,81428.9657860028
13,2,2,60000,1,48,2,20,1,279,3,1,1,0,0,1,1,3,8,0,70.0,8.0,72263,77221,45394.0,43987.00076691192,90564.43121072657,93461.28898772695
5,1,1,24000,0,53,5,6,1,103,4,0,6,0,1,1,1,3,6,5,11.666666666666666,1.0,106466,44780,2069.4,90572.42001330428,68848.70068741415,1573.0561376366722
1,2,0,15000,0,46,1,21,1,129,1,0,6,1,1,1,1,3,4,5,8.333333333333334,0.6666666666666666,429707,53244,5506.200000000001,81069.35555170877,46747.06954767389,3175.0433020184114
9,1,2,72000,1,72,2,1,0,359,2,0,4,0,0,1,1,3,10,3,18.0,2.5,49868,133794,41866.75,87469.86106074753,93157.98019484279,44589.32276814459
16,2,1,18000,1,60,2,21,1,277,4,1,5,0,0,2,1,3,15,3,8.6,3.0,94312,72410,50044.5,115252.13002042151,145417.80146238307,63142.96459418802
14,2,0,10200,1,71,2,6,0,359,2,0,6,2,0,2,1,7,7,4,30.0,1.1666666666666667,68683,38530,2478.8,96542.49126903505,61695.09172359782,1584.067195223756
3,1,0,18000,1,66,2,36,0,359,2,0,7,0,1,0,1,4,6,7,8.571428571428571,0.8571428571428571,117590,53583,11940.2,101945.64351559251,36177.518047712205,4237.226683720176
10,1,0,60000,1,83,2,43,1,131,1,1,2,0,0,0,1,0,10,2,21.5,5.0,85318,23208,20532.800000000003,73739.44597709083,73784.99399182419,20545.48287636997
10,2,0,18000,1,29,2,42,1,112,4,1,5,0,3,2,1,0,7,3,16.4,1.4,102026,133984,26576.4,90621.54585950942,88674.664516543,26005.44199180814
12,2,0,21000,1,53,2,36,1,37,4,0,12,1,4,4,1,8,5,8,6.0,0.4166666666666667,154799,30087,6897.6,143339.43412788888,66052.78028644127,3178.5088316817364
6,2,0,48000,0,74,5,14,1,179,1,0,5,0,0,2,1,3,7,3,8.0,1.4,144879,64913,19572.8,91269.9064549119,88118.38519327367,18896.95735102933
9,2,2,36000,1,57,2,42,1,126,0,1,6,1,0,3,1,3,8,3,5.666666666666667,1.3333333333333333,97155,143851,128032.0,100225.28786545678,113309.20889301061,144745.95126595718
6,1,0,48000,0,49,2,21,1,129,1,1,3,0,0,0,1,7,10,3,20.0,3.3333333333333335,98040,58525,21163.800000000003,76818.22526534103,79810.03447726644,21988.0581962892
7,0,1,12000,1,28,2,6,1,158,1,0,4,0,2,0,1,5,7,4,6.0,1.75,62003,105720,553.8000000000001,78274.2503849391,55530.900225155536,392.8879854288376
9,2,0,108000,0,67,5,35,0,359,2,0,3,0,0,2,1,3,13,1,13.333333333333334,4.333333333333333,83957,110380,88269.5,83257.43242154103,131565.14555590332,139485.3201435281
1,1,0,60000,1,90,2,19,1,150,1,0,9,0,5,1,1,6,13,8,5.555555555555555,1.4444444444444444,125684,73214,61655.0,147427.10731876857,92978.72179322958,38884.32186196579
9,1,2,54000,0,69,5,17,1,131,1,0,3,0,2,0,1,3,7,3,26.666666666666668,2.3333333333333335,39822,93764,26019.2,71747.34188729612,73017.393494235,26479.784683724927
6,2,0,30000,1,47,2,7,1,253,4,1,3,0,1,2,1,3,9,1,26.666666666666668,3.0,66036,46818,28233.2,77619.89873778557,98882.9854563481,35967.36340016791
12,2,0,66000,1,62,2,21,1,241,4,0,7,2,0,4,1,3,10,3,5.714285714285714,1.4285714285714286,125602,81229,30785.5,115505.53242644013,117477.53787593846,31311.095376171215
4,1,0,36000,1,62,2,7,0,359,2,1,2,0,0,0,1,9,9,2,52.5,4.5,37393,11952,1886.0,63523.798183925785,56940.44414430129,1690.5424537937402
9,2,2,72000,0,56,2,21,0,359,2,0,5,0,3,1,1,3,8,4,8.0,1.6,102954,58082,31650.0,87491.398252528,88618.19402728944,32057.618200000245
16,2,0,24000,1,36,3,44,1,138,3,0,8,0,2,1,1,3,12,7,4.5,1.5,252429,196244,31207.5,128863.88650103021,113903.7506311555,27584.542064803914
9,1,0,102000,0,55,2,4,0,359,2,1,3,0,0,2,1,3,16,1,18.0,5.333333333333333,96067,142418,161040.4,91428.46270616424,144031.39942267738,253694.237976331
5,1,0,12000,0,33,2,36,1,305,4,1,3,2,0,2,1,8,4,1,226.66666666666666,1.3333333333333333,38233,27678,579.0,65904.00540895415,54151.882709585545,475.75166174331
5,2,0,12000,1,48,2,13,1,281,4,1,4,0,0,3,1,8,13,1,10.0,3.25,94352,80966,4830.6,95951.17469309029,128846.39201548997,6486.688498195605
15,2,0,48000,0,25,3,5,1,352,4,1,4,0,0,1,1,3,11,3,15.0,2.75,47998,58796,80000.0,90371.12709665032,121997.75986179699,107997.11260108335
9,1,2,51000,0,55,3,4,1,284,4,1,3,0,1,2,1,3,7,1,6.666666666666667,2.3333333333333335,70313,30882,5450.6,73054.86208107957,91342.09343735236,6815.004509036992
9,2,2,84000,0,65,5,21,0,359,2,1,3,0,0,2,1,3,13,1,75.33333333333333,4.333333333333333,75336,151674,62215.0,82569.29016738829,145494.2224791856,109628.20478645335
3,1,0,27000,0,68,5,38,0,359,2,1,2,0,0,0,1,4,6,2,25.0,3.0,91332,185244,326699.8,58473.85284011195,55174.28775723084,308264.7696350302
9,2,2,120000,1,47,2,21,1,128,0,1,7,0,1,3,1,3,16,4,12.857142857142858,2.2857142857142856,133058,169300,151957.3,132459.410557208,186687.8470624251,214168.10676631329
6,2,0,69000,0,81,5,6,0,359,2,0,3,0,1,1,1,3,9,2,33.333333333333336,3.0,58857,43852,8800.0,75328.22916814587,85394.38068851164,9975.948702862612
9,2,2,42000,1,35,2,21,1,307,4,1,7,1,4,2,1,3,6,5,3.4285714285714284,0.8571428571428571,67695,73062,6222.0,101966.100193153,89465.54618412507,5459.212692288544
9,2,0,30000,1,51,2,20,1,223,4,1,3,0,0,3,1,3,12,0,38.333333333333336,4.0,95922,178974,149500.0,86550.71956090961,130067.2565710022,224666.58805396155
8,2,0,10800,1,49,2,18,1,350,3,0,8,2,1,3,1,3,7,5,4.0,0.875,102941,53247,27197.2,111922.1481172577,85012.2403717878,20658.064044815063
5,2,0,60000,0,60,5,10,0,359,2,0,6,0,1,4,1,3,11,2,10.0,1.8333333333333333,99947,177567,104072.5,106774.28113812681,133606.39089634686,130225.65891661122
6,2,0,0,0,27,2,4,1,284,4,0,5,1,0,1,1,3,8,4,16.0,1.6,81118,52018,24160.0,81499.91640991176,83925.97106753045,24879.184547788554
6,2,0,30000,1,50,2,21,1,239,4,0,7,0,0,6,1,7,8,1,4.571428571428571,1.1428571428571428,151422,86308,47514.25,112766.5447226276,119331.78234745495,50280.51673791185
9,2,2,15000,1,49,2,7,1,277,4,1,6,0,0,3,1,3,11,3,4.166666666666667,1.8333333333333333,100375,159445,27992.800000000003,108129.14326031003,134026.7230077453,34697.24385755257
13,2,0,48000,1,54,2,41,1,79,3,1,7,0,1,4,0,3,19,3,4.571428571428571,2.7142857142857144,89324,173241,112928.0,129591.30297136672,185663.69980503386,161790.4119400316
11,2,0,42000,1,54,2,21,1,287,0,1,2,0,0,1,1,3,8,1,28.5,4.0,80310,114110,26286.600000000002,67825.08019731981,85141.77886426027,32997.939372605484
9,2,2,36000,0,53,2,41,1,123,3,1,4,0,2,2,1,7,11,2,15.0,2.75,82095,107121,44058.0,88868.63943199649,118040.32941334341,58520.31567640541
9,2,2,0,1,30,2,24,1,248,4,1,2,0,0,2,1,3,8,0,10.0,4.0,50069,159068,139900.0,57557.69319978684,105570.56876069907,256600.3213220591
11,2,0,6000,1,53,2,21,1,129,0,0,6,2,0,1,1,7,6,5,3.3333333333333335,1.0,103185,73251,20575.600000000002,90876.12891136741,56831.809859719484,12867.499980001614
6,2,0,60000,1,75,2,14,1,29,4,0,3,0,0,2,1,3,5,1,33.333333333333336,1.6666666666666667,70537,69042,16962.4,69977.95415800193,62333.05398702994,15109.304175459281
6,2,0,48000,1,42,2,21,1,67,5,1,3,1,0,2,1,3,6,1,66.0,2.0,45849,70986,26034.800000000003,66550.12380930927,79070.1987376634,30932.72697724656
9,2,2,60000,0,58,5,4,0,359,2,0,6,0,1,3,1,3,10,3,16.666666666666668,1.6666666666666667,119662,81580,47624.0,101221.3974609114,129644.7153942656,60996.98364983345
16,2,0,24000,1,57,2,44,1,100,4,0,5,0,0,3,1,3,9,2,4.6,1.8,84863,142443,37362.5,99510.31716733647,100830.28071570027,37858.09824025896
7,0,0,15000,1,56,2,7,1,124,0,0,5,0,1,1,1,9,9,4,32.8,1.8,99621,64893,126692.0,100312.85392900502,65676.55566109846,82947.43758067873
9,1,2,60000,0,50,2,41,1,123,3,1,6,0,2,1,1,3,14,5,21.833333333333332,2.3333333333333335,88413,188354,115337.5,115809.49010855051,133798.7493730802,133253.44271313955
11,1,0,12000,0,57,5,17,1,129,1,0,8,2,2,1,1,8,10,7,6.875,1.25,107570,82401,10227.0,118901.62492703792,80661.03934626754,6937.839999247087
6,1,0,36000,1,66,2,17,1,179,1,0,3,0,0,1,1,3,14,2,33.333333333333336,4.666666666666667,70506,290505,128741.0,89363.65091221788,112212.3810924528,161657.83298641338
3,1,0,30000,0,68,5,6,0,359,2,0,8,1,2,0,1,8,13,8,25.0,1.625,102322,97449,27230.800000000003,124397.9139431448,90153.74676663382,19734.725202665973
14,1,0,54000,1,49,2,21,1,203,4,0,10,1,3,3,1,3,15,7,10.0,1.5,55140,112831,13673.2,157384.14899661194,137103.60214519285,11911.269240284211
7,1,0,27000,0,48,2,41,1,123,3,0,5,0,2,2,1,4,20,3,11.2,4.0,91844,195074,149216.8,120891.07126998702,164511.91896794358,203058.35536383593
9,2,2,21600,1,34,2,35,1,29,4,1,5,1,2,2,1,3,5,3,3.2,1.0,91321,100452,16515.2,77705.86949438267,79622.62439873177,16922.577084926572
13,1,0,16200,1,47,2,36,1,129,0,0,6,1,1,1,1,3,18,5,14.333333333333334,3.0,96470,71816,23547.600000000002,126237.69490426488,141848.58007536628,26459.558111511815
16,1,0,27000,1,48,2,35,0,359,2,1,6,1,0,0,1,3,8,6,5.0,1.3333333333333333,104608,55162,28030.0,100842.78182315793,61863.16675449116,17195.326554648644
7,1,0,60000,1,66,2,10,0,359,2,0,8,1,2,1,1,3,15,7,10.625,1.875,182630,49836,40215.0,134781.40781903634,113739.71245824997,33936.74699295203
9,2,2,27000,1,55,2,21,0,359,2,1,4,0,0,1,1,3,6,3,12.5,1.5,78388,81572,23770.2,75040.37521495657,75897.92072862014,24041.840810836762
15,2,0,36000,1,56,1,21,1,37,4,0,3,0,2,1,1,3,4,2,15.666666666666666,1.3333333333333333,80370,102594,14920.0,69242.77903266574,44869.85392813171,9668.274872270851
2,0,1,2400,1,50,2,21,1,124,0,1,6,0,2,0,1,7,4,6,2.5,0.6666666666666666,96175,19561,11791.0,91425.79484389108,27961.029440194965,3606.077460877203
7,0,1,24000,1,66,2,17,1,287,0,1,3,0,0,1,1,4,4,2,12.0,1.3333333333333333,54336,35909,18207.0,73774.40554142746,42062.883823883625,10380.821372412118
11,1,0,90000,1,65,2,4,1,108,4,1,6,0,1,3,1,3,16,3,25.0,2.6666666666666665,150536,142430,146308.0,131209.49058850616,154451.14045880968,172224.10785144108
9,2,2,27000,0,52,1,4,1,284,3,0,6,0,2,3,1,7,10,3,41.666666666666664,1.6666666666666667,96485,154756,77000.0,106074.5862749207,117941.73408138896,85614.41381189812
6,2,0,66000,0,43,5,21,1,100,4,1,8,1,4,2,1,3,6,6,12.5,0.75,94652,43918,1792.0,108963.03001343145,84671.3311320357,1392.5000559355285
12,2,0,6000,1,56,2,18,1,158,1,1,10,1,3,4,1,3,6,6,1.6,0.6,302104,20178,15531.0,133904.93275554615,85511.99842059067,9918.132365554593
12,0,0,72000,1,44,2,29,1,132,1,1,7,0,2,2,1,3,8,5,7.142857142857143,1.1428571428571428,152521,91132,43541.25,118840.48237720644,82451.47352902914,30208.899778787913
5,2,0,54000,1,84,5,14,0,359,2,0,5,1,0,3,1,3,15,2,16.0,3.0,99769,144560,69550.5,108576.62460714512,142741.61799734554,91435.43500680038
13,2,0,34200,1,57,2,4,0,359,2,0,7,0,0,1,1,3,9,6,22.857142857142858,1.2857142857142858,103527,50866,3181.2000000000003,111543.40021955618,83606.42986300294,2384.4420571424753
11,2,0,10800,1,54,2,16,1,158,1,1,9,0,5,3,1,8,5,6,3.2222222222222223,0.5555555555555556,127178,72606,26169.2,126551.0499548687,66385.39457969823,13727.682768768707
8,1,0,78000,1,74,2,21,1,287,0,2,8,0,2,1,1,3,21,7,12.5,2.625,117103,76872,62036.25,164985.51992815948,174565.73396641584,65638.50887332154
1,2,0,78000,1,55,2,7,0,359,2,1,2,0,0,1,1,3,9,1,33.5,4.5,105468,168782,20880.0,59828.08102062405,87065.90082843145,30385.998987180723
8,2,0,21000,1,60,2,35,1,38,4,1,2,0,0,1,1,3,7,1,28.0,3.5,71771,56175,28925.0,61174.34982000899,67952.9949221801,32130.139248021365
5,1,0,27000,0,52,2,10,0,359,2,1,5,0,0,3,1,3,15,2,14.0,3.0,60806,63116,22335.600000000002,107463.28072512291,137226.05558752007,28521.614699448382
5,2,0,24000,0,64,5,6,1,124,0,1,6,0,1,2,1,3,11,4,5.0,1.8333333333333333,97618,44517,26616.600000000002,109014.39468296366,119427.72970427794,29159.08600594788
4,1,0,39000,1,70,2,41,1,68,0,1,2,0,0,0,1,4,7,2,36.0,3.5,90261,19065,7809.0,64200.219696810396,51868.33514690535,6309.010017021907
15,2,0,18000,1,58,2,8,1,128,1,1,4,0,0,3,1,3,14,1,15.0,3.5,74582,154961,80570.5,104270.34396885717,142246.02673972017,109914.60333971541
5,2,0,36000,1,42,2,21,1,30,4,0,5,1,1,2,1,8,7,3,12.0,1.4,62489,35996,1373.2,82988.08967229223,74224.22761110312,1228.1847884202723
9,1,2,42000,0,58,5,21,1,100,4,0,7,0,4,2,1,3,8,5,10.428571428571429,1.1428571428571428,139665,52465,17476.8,108820.8693428842,94075.80580446147,15108.71998001478
14,0,1,8400,1,50,2,17,1,68,0,1,5,0,1,1,1,7,8,4,6.0,1.6,62884,66247,64206.25,98801.02716942421,68349.49936392198,44417.200602676596
9,2,2,96000,1,58,2,4,1,129,1,1,4,0,2,1,1,3,14,3,67.5,3.5,132421,128087,57973.5,100297.37522062234,144665.37414989911,83618.9187387105
14,2,0,18000,1,63,2,43,0,359,2,1,3,0,0,1,1,3,9,2,13.333333333333334,3.0,78100,37638,36518.0,79052.55241211512,80138.49693722854,37019.647587055195
14,2,0,30000,0,26,2,4,1,276,4,1,2,0,0,2,1,3,7,0,37.5,3.5,44239,49450,3165.2000000000003,60432.67312295248,91684.90838153125,4802.055858406231
5,0,1,60000,1,55,2,26,0,359,2,1,4,0,1,1,1,3,14,3,30.0,3.5,136236,66144,28264.0,98241.45754393592,111073.75685447076,31955.8437162921
13,2,0,15000,1,54,2,35,1,126,1,1,9,0,4,2,1,3,11,7,33.333333333333336,1.2222222222222223,166744,52595,50081.0,142068.1153285097,109042.35911867638,38438.95848406844
13,2,0,84000,1,51,2,43,0,359,2,0,9,3,1,2,1,3,8,7,11.11111111111111,0.8888888888888888,146728,142168,92159.75,119021.03447613977,84652.83070609733,65547.94074009029
14,2,0,18000,1,68,2,4,0,359,2,0,8,1,2,2,1,3,14,6,15.0,1.75,116341,87822,46003.5,134321.4481618146,118577.52176744545,40611.39227785246
6,2,0,12000,1,39,2,36,1,32,4,1,7,1,4,1,1,3,8,6,2.857142857142857,1.1428571428571428,125461,97482,7797.6,104622.0344501902,75421.33384473706,5621.2383546002875
8,0,0,42000,0,42,3,4,1,132,1,0,5,0,3,0,1,3,6,5,5.4,1.2,98133,57788,24920.0,88263.3900095743,46962.12357617129,13259.13404630438
6,0,1,36000,1,49,2,21,1,150,0,1,2,0,0,1,1,3,11,1,40.0,5.5,138717,172362,156316.0,69890.52771528791,95006.80572977585,212490.65259536024
15,2,0,9600,1,59,2,6,1,87,3,1,7,0,2,3,1,0,5,4,2.857142857142857,0.7142857142857143,118148,88717,10320.0,108940.47735361324,75246.74271091404,7128.171306391629
6,2,0,18000,1,60,2,18,1,124,1,1,4,0,0,3,1,3,8,1,15.0,2.0,59703,96428,27175.0,86879.72014401208,97776.34268529617,30583.341061280502
9,1,2,24000,1,40,2,10,0,359,2,1,3,0,1,0,1,3,9,3,6.666666666666667,3.0,43057,85682,93500.0,70631.86113880345,83229.12547654723,110175.82018353419
14,1,0,0,1,67,2,38,0,359,2,0,5,0,1,1,1,7,8,4,20.0,1.6,71614,69216,14144.400000000001,97269.48898916403,54054.7698195969,7860.3506010140645
6,0,0,21000,1,43,2,37,1,179,1,1,8,2,3,1,1,3,6,7,4.25,0.75,94526,75308,5537.6,111821.8955641651,46437.729308129,2299.670994837827
5,1,0,36000,1,81,2,6,1,124,0,0,6,1,1,0,1,4,12,6,13.333333333333334,2.0,85907,45502,11711.0,112273.91459795392,82020.98189815144,8555.395279917999
6,2,0,36000,1,58,5,21,1,184,4,0,8,2,0,3,1,3,15,5,8.75,1.875,122811,95402,41100.0,130123.35462896703,150424.025559072,47512.05091588974
9,2,2,48000,1,62,2,4,0,359,2,1,4,0,0,2,1,3,8,2,10.0,2.0,98772,145348,83200.0,82096.0708114452,100436.94629093766,101787.50150660115
1,2,0,69000,1,60,2,35,1,83,4,0,10,1,1,5,1,3,15,5,20.0,1.5,79997,74594,85463.5,150747.17386503104,162534.05137956177,92145.86611430612
7,2,0,18600,0,54,3,4,1,23,3,1,3,0,0,1,1,3,6,2,53.333333333333336,2.0,74110,63748,5092.8,67395.89002624735,69949.51301166421,5285.765641303442
9,1,2,1200000,0,63,5,23,0,359,2,0,4,0,0,2,1,3,25,2,50.0,6.25,162148,304837,-1105315.2,135961.1817406188,327719.0557487226,-2664237.313998664
6,2,0,54000,1,67,2,11,1,350,3,0,7,2,1,4,1,3,16,3,15.428571428571429,2.2857142857142856,121020,223724,66792.75,130987.39931873982,159167.32915550316,81162.18567391825
9,2,2,36000,0,56,1,21,0,359,2,0,6,2,0,2,1,3,10,4,10.0,1.6666666666666667,119356,196284,78076.5,93417.54871261877,104448.94990912554,87296.32226453688
6,2,0,42000,1,41,2,20,1,56,3,1,4,1,1,1,1,3,11,3,12.5,2.75,70304,88579,67567.75,85062.53002180894,105641.57844141738,83914.31291668607
4,2,0,12000,1,48,2,6,1,68,0,1,3,0,1,1,1,4,9,2,16.0,3.0,43352,92898,35564.25,74005.87964794344,88011.83507391952,42294.94900159091
6,2,0,45000,1,63,2,44,1,128,1,1,3,0,0,1,1,3,11,2,27.0,3.6666666666666665,104323,99982,53153.75,82544.92918841663,102672.79991909693,66114.83457987545
5,1,0,30000,1,72,2,6,0,359,2,0,7,1,1,2,1,4,13,5,28.571428571428573,1.8571428571428572,126219,92130,17713.4,121318.81011547163,102033.55816992906,14897.61750520772
13,2,0,6000,0,71,5,6,0,359,2,0,7,0,2,2,1,3,10,5,25.714285714285715,1.4285714285714286,86520,100156,73760.0,116500.20359224993,99185.85733044177,62797.73434816617
16,1,0,21000,1,62,2,35,1,167,3,1,2,0,0,1,1,3,10,1,54.0,5.0,75076,122511,23152.800000000003,74391.21002451841,80922.90064836503,25185.660154122426
14,1,0,39000,1,59,2,35,1,126,0,0,7,1,0,1,1,3,16,6,18.0,2.2857142857142856,91381,166605,76062.75,132890.83777483038,130031.2025993169,74425.98015876506
2,1,0,24000,0,73,5,6,0,359,2,0,6,0,4,0,1,3,14,6,5.833333333333333,2.3333333333333335,110930,48428,28086.0,113546.05749303097,98964.59239944397,24479.225465854503
14,1,0,84000,0,60,2,42,0,359,2,0,6,0,1,1,1,3,9,5,3.0,1.5,120807,41354,19859.600000000002,105998.2348246569,77944.160448066,14603.449306443883
12,0,0,5400,0,35,5,21,1,179,1,0,5,1,0,2,1,3,6,3,2.4,1.2,58083,28062,93461.5,86030.66621327697,70060.5500551607,76111.9771262432
6,2,0,0,1,65,2,6,1,103,4,0,11,2,1,6,1,3,9,5,1.8181818181818181,0.8181818181818182,150771,141396,52624.0,141949.83473460405,114860.31922355706,42581.306629355175
16,2,0,24000,1,69,2,41,1,124,0,0,9,2,3,2,1,4,20,7,3.3333333333333335,2.2222222222222223,259626,293858,239713.0,161772.32233272993,167708.32066557618,248508.91729810802
1,2,0,48000,1,58,2,21,1,38,4,0,8,0,3,3,1,3,6,5,12.5,0.75,99969,25910,34645.0,111462.75251047382,77368.09401963765,24047.653201983107
16,0,0,60000,1,45,2,21,1,124,0,1,5,0,2,0,1,3,6,5,30.0,1.2,90245,55421,11490.0,97970.7593553109,50873.6217842214,5966.452828856395
9,2,2,63000,0,34,2,7,1,284,4,1,3,1,0,2,1,3,8,1,13.333333333333334,2.6666666666666665,26652,181527,55105.75,66541.84162579209,111924.13613467445,92688.49965842704
9,1,2,240000,1,75,2,21,0,359,2,0,3,1,0,0,1,3,8,3,60.0,2.6666666666666665,77577,56344,66143.25,75299.91118235406,88291.89716053591,77555.37735922528
4,2,0,21000,1,57,2,21,1,203,3,0,6,1,1,2,1,8,8,4,26.666666666666668,1.3333333333333333,60692,28690,31536.25,98722.99313286538,78712.82180411094,25144.164979673016
4,2,0,9000,1,62,2,6,1,68,0,1,3,0,0,2,1,3,5,1,16.666666666666668,1.6666666666666667,55456,60266,1489.4,68858.52849406812,66327.89564355815,1434.6627779015894
3,0,0,18000,1,52,2,21,1,287,0,1,3,0,0,0,1,4,9,3,15.0,3.0,63064,25135,24476.2,79480.4125829721,64853.990345341226,19971.955188752017
15,2,0,102000,0,52,1,4,1,1,4,0,3,0,1,1,1,3,16,2,33.333333333333336,5.333333333333333,98227,93177,58472.5,89653.52344221217,138033.25875829268,90026.0180844613
9,2,2,48000,0,80,1,20,0,359,2,0,7,0,2,4,1,3,12,3,7.142857142857143,1.7142857142857142,96543,145536,59484.5,120438.41999556804,131278.90764649253,64838.613643263896
9,2,0,42000,0,43,2,35,0,359,2,1,6,0,2,1,1,3,8,5,8.333333333333334,1.3333333333333333,69583,214866,44705.0,98296.28200597661,82139.30703061774,37356.832281616706
