TotalNecessaryExpenditure
142254
142184
96417
123381
105607
104733
101257
101410
44221
138789
72716
84201
72175
78274
140571
123550
173640
105003
66411
70763
49365
149779
114220
37609
144016
183008
126673
102675
82059
102507
56217
62709
71552
151783
83711
76900
84925
102616
129844
75520
109889
89244
110054
111732
99205
68749
62940
62597
69241
73673
59853
128700
82234
88541
77890
106013
60705
61026
151802
86876
89246
82172
121974
168009
78617
76013
115234
153057
113217
133819
84939
103308
96571
111911
63069
143340
115917
69358
90482
170020
124266
125596
59347
130144
84167
110776
77272
123162
65984
137830
72052
146032
111174
109325
69102
132831
65504
71769
58992
108151
119070
119390
73628
179668
63328
79509
80274
129860
135877
104054
180598
92298
95860
89146
107846
89861
56351
135330
116864
81527
139494
87874
133547
120666
100588
89736
134124
106688
139356
120578
104786
109438
69906
111302
151166
56876
108184
104452
91245
90904
90376
101796
101353
108228
105073
97640
155664
125663
163761
125512
85478
66770
139353
77305
75124
81895
64868
74153
49776
151729
133959
105311
82053
70347
91532
169904
93122
91356
75110
138385
183937
125058
116590
75295
72788
153555
79814
124879
89668
60171
96231
130616
80302
74815
82646
157353
146417
156732
119812
77668
67244
114576
118818
109108
118640
170639
157889
67947
81836
83419
126880
101616
75080
88291
80671
85185
132811
181259
117897
149427
163244
123943
37335
141931
75731
73342
176242
37361
38836
120343
97729
123906
158063
100424
72225
123374
80718
124406
85455
80445
173665
106310
91669
84171
96646
162047
68428
93086
123579
95945
93968
171503
184301
118813
75335
78562
121705
126011
92135
128988
74163
168926
53658
125806
84408
93463
123613
83483
162177
108421
115584
83787
99738
147930
144162
83128
167629
81025
81511
86037
146583
80983
127137
96229
51123
78023
76291
110475
104078
57009
60891
47262
153069
92205
101833
161056
87107
99653
86181
126426
94457
144405
162772
100479
76055
105145
115739
77895
143916
117701
106837
127152
118002
125691
141418
120933
81396
43000
151297
103986
89952
91805
59916
108823
76165
89614
56642
51331
118814
103179
76120
133516
74249
99119
96623
88670
114250
92964
69601
180311
83351
118608
144290
120325
55145
130876
102012
141831
148025
164612
136934
85479
42506
114301
91794
85655
71283
76910
116952
158196
66447
44614
120104
179226
68537
83449
59339
111824
65206
145598
104393
112141
104587
75897
152095
105893
128634
129639
114818
159069
150516
116648
131840
94266
75121
106712
93995
56883
82402
86956
137993
103504
76725
117542
136010
100663
91346
118212
106933
92044
103437
147140
87744
98620
102887
71766
61712
105416
168946
85161
120733
162073
52995
55067
147347
94050
130765
129535
55716
44377
114817
100943
94631
128239
125445
86918
83456
98951
126658
116654
97934
136006
43433
117902
115822
128099
93489
84746
94205
91454
105432
120809
77920
92952
97309
70833
130898
126929
106209
58004
82412
65905
74438
51408
116771
133137
48315
137268
162976
146552
82713
106971
143338
56133
87012
44644
63774
96438
81338
118417
115149
56138
64943
124280
136049
96145
91366
143632
87738
184861
65926
73301
82914
68266
120464
105618
41153
109864
87035
63500
63163
81324
127625
94300
77326
89569
74642
179143
101480
102069
103705
82657
86918
125561
117679
160968
74303
124415
96643
94163
97061
53813
86517
127946
87142
104059
85073
120585
61583
143662
69865
135141
108775
115217
59123
112640
103618
166452
152100
135299
110790
100621
184832
98732
131893
91591
83013
102069
77268
103665
140386
78158
116172
118903
115006
101541
52998
86685
80950
90809
97503
65174
177848
130808
113450
167404
68659
185496
102549
68792
70270
113361
116728
57295
44301
77824
117791
180314
94903
78102
88255
127937
177435
125674
68681
111403
69983
93834
55498
183445
114239
71085
133960
64441
73359
169138
43282
124252
78312
113041
114028
45350
72997
114449
56202
90914
144367
140184
123237
53774
60032
180314
182076
54105
124231
110620
92722
142559
122204
85657
79143
71459
143508
65450
87721
95185
160224
68498
56383
168618
66253
86779
56145
116533
151990
86519
108524
76392
107068
116029
104708
79787
100077
100269
137463
81053
114738
72811
104888
137850
117759
117609
99162
79065
62059
114825
169795
97809
125244
120808
96567
61590
170149
49482
64323
68438
64906
85454
121385
47652
156041
97737
104111
47111
74744
82872
145556
74186
173631
91457
149880
116889
59632
96876
86197
88199
117627
38035
126146
88815
117037
91626
87824
96016
176341
71963
91577
84250
56784
115263
91001
63914
101190
161203
89103
66605
119132
93055
127659
137453
112573
66853
158469
142164
40243
158722
144771
162594
106568
188180
105246
140841
87726
67704
98048
50381
161553
146957
76603
124750
86629
132020
136337
88235
70066
85305
115520
110144
63857
151072
71143
82820
94853
153949
99848
83909
104179
69145
112231
99530
102820
109660
79253
88146
103869
114984
159475
86680
102945
133493
59013
87696
84443
84002
111808
146799
121694
61943
182698
84025
97731
116956
171449
73714
79368
103959
116173
85689
115079
99819
90250
139656
105143
180581
56419
116920
95040
138050
104876
60129
80950
75328
67412
61070
65842
109481
101257
139453
178318
164862
98921
76434
99394
46014
136865
137233
156746
109910
101849
75427
74258
87437
112886
102899
67683
89916
123171
42253
117886
66646
73015
97209
69901
139395
131504
116088
81519
48971
117505
99400
127752
86825
71267
95214
91348
156253
58433
62493
147881
129239
95932
121743
62805
81291
89504
105475
61441
125888
90105
83346
102828
76355
75657
125574
112947
145770
56282
55732
85464
101589
118579
97982
98094
78874
114443
133186
94733
75348
105259
94589
63528
156135
113800
85639
65519
123755
78068
43464
136006
100355
94970
91970
111891
95586
82705
75480
157214
116355
72999
94438
64530
90903
87802
101278
82686
94361
102562
71566
137715
67694
125980
133608
157372
72080
97377
91627
87553
85576
145627
100062
101195
80218
66189
82348
138332
89299
95361
93013
106128
122104
115899
169452
127898
86453
63878
114693
85320
54783
82612
98454
125871
110488
75628
129294
84524
71153
78573
162098
120298
102498
126299
99163
75590
84608
37451
151272
87446
53602
119970
63857
109448
44129
65232
123470
68030
96670
114336
113855
132132
92236
142331
53185
85381
136771
124373
150342
98529
75672
95022
136741
111144
98009
94853
78902
168693
40119
108615
81151
152925
57872
43178
107917
176206
37416
99316
161954
83596
72668
51648
86070
83529
111742
132426
38337
71944
124018
81578
64968
112845
81843
87932
113354
91022
101123
102350
128342
175686
83062
106386
73446
67724
120814
73869
72817
120276
63808
103798
46720
121329
133122
52370
178716
95638
69794
130149
157254
90281
107463
100460
85333
147361
106948
153284
90108
115676
154606
65284
59946
60956
66629
91761
108664
79585
142358
115295
66741
72327
61300
179276
143363
42156
161258
79619
68943
92917
179196
91774
118361
152325
171150
38244
119110
71166
86324
103117
158783
117981
103981
60956
121464
65577
104401
110843
103134
73525
63187
107331
150384
91996
69164
56439
71379
138648
145434
94781
91810
80635
90762
66874
73456
139776
122554
133320
114910
103447
97062
90242
101164
116851
157948
107546
117461
117695
155193
60502
40929
49486
96514
105725
63410
143496
127632
70564
70518
149280
79239
91596
128933
175575
103442
126222
185264
73950
119436
121380
72404
119248
135709
116031
100237
147632
97363
101916
101117
141078
172400
121866
54640
90146
79874
42190
120436
124355
114235
50114
89467
124304
66161
62443
83975
139408
126078
113760
108788
89318
124389
130011
112981
85466
157972
53153
85049
67966
163592
112361
133124
91053
99846
109178
109774
98409
93251
121951
109446
58777
115145
56082
172350
77407
113024
133770
105120
75609
73152
100043
110986
43411
77174
62988
103257
65372
70184
102070
129637
78984
81175
145455
57686
101916
97940
132407
136392
177508
151690
82852
96702
103959
80262
112766
114327
84768
88081
155921
59588
139796
129479
81266
173731
101858
86784
56408
117442
178227
73034
100495
48663
90003
42729
120214
138928
36677
129435
67620
94182
157569
99007
111745
96315
66503
99279
130188
100721
78778
87520
86912
85763
61662
87454
71345
171073
111796
122642
85659
101638
68651
92936
144861
127392
137010
88270
170510
149691
49065
88559
70695
63603
81963
127882
120422
85723
139874
48147
84873
72471
47765
76450
130029
87579
146504
93124
126401
94388
79550
72597
109939
47058
102430
109415
87877
80174
72701
87542
69868
97623
112565
167398
107232
90076
94394
104964
56164
122169
88013
114784
118684
124777
87973
