CountryID,Country Name,WEBNAME,Region,World Rank,Region Rank,2013 Score,Change in Yearly Score from 2012,Property Rights,Change in Property Rights from 2012,Freedom from Corruption,Change in Freedom from Corruption from 2012,Fiscal Freedom ,Change in Fiscal Freedom from 2012,Gov't Spending,Change in Gov't Spending from 2012,Business Freedom,Change in Business Freedom from 2012,Labor Freedom,Change in Labor Freedom from 2012,Monetary Freedom,Change in Monetary Freedom from 2012,Trade Freedom,Change in Trade Freedom from 2012,Investment Freedom ,Change in Investment Freedom from 2012,Financial Freedom,Change in Financial Freedom from 2012,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov't Expenditure % of GDP ,Country,Population (Millions),"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),FDI Inflow (Millions),Public Debt (% of GDP),,,,,,,,,,,,,,,
123,Nigeria,Nigeria,Sub-Saharan Africa,120,21,55.1,-1.2,30.0,0.0,24.0,0.0,82.6,-1.7,74.6,2.3,55.7,0.1,67.2,-13.4,73.3,1.3,63.9,0.0,40.0,0.0,40.0,0.0,10.6,24.0,30.0,16.3,29.1,Nigeria,160.3,$413.4,7.2,7.0,"$2,578 ",21.0,10.8,"$8,915.0",17.9,,,,,,,,,,,,,,,
124,Norway,Norway,Europe,31,16,70.5,1.7,90.0,0.0,90.0,4.0,51.0,-1.5,40.3,5.0,92.6,4.2,44.7,-1.6,76.9,1.8,89.3,0.0,70.0,5.0,60.0,0.0,0.4,47.8,28.0,42.8,44.6,Norway,5.0,$265.9,1.7,0.7,"$53,471 ",3.0,1.3,"$3,568.8",49.6,,,,,,,,,,,,,,,
125,Oman,Oman,Middle East / North Africa,45,5,68.1,0.2,50.0,0.0,48.0,-5.0,98.5,0.1,69.1,15.5,68.1,-0.1,80.9,-4.2,72.7,0.6,78.7,-5.0,55.0,0.0,60.0,0.0,3.2,0.0,12.0,3.1,32.1,Oman,3.1,$81.8,5.5,5.7,"$26,519 ",N/A,4.0,$788.0,5.1,,,,,,,,,,,,,,,
126,Pakistan,Pakistan,Asia-Pacific,121,24,55.1,0.4,30.0,0.0,25.0,2.0,80.5,-0.1,89.0,0.9,70.7,0.7,47.9,0.1,67.0,0.7,66.0,0.0,35.0,0.0,40.0,0.0,9.5,25.0,35.0,10.1,19.1,Pakistan,175.3,$488.6,2.4,3.7,"$2,787 ",5.6,13.7,"$1,327.0",60.1,,,,,,,,,,,,,,,
127,Panama,Panama,South and Central America / Caribbean,71,13,62.5,-2.7,30.0,-10.0,33.0,-3.0,86.2,1.6,77.8,-10.4,72.5,-1.9,40.1,-1.4,75.9,-1.9,74.8,0.0,65.0,0.0,70.0,0.0,7.6,25.0,25.0,11.4,27.2,Panama,3.6,$50.6,10.6,8.8,"$14,097 ",4.5,5.9,"$2,789.8",37.8,,,,,,,,,,,,,,,
128,Papua New Guinea,PapuaNewGuinea,Asia-Pacific,130,26,53.6,-0.2,20.0,0.0,22.0,1.0,67.4,-0.9,72.3,-0.3,58.3,-0.7,73.4,-0.6,72.4,-0.8,85.0,0.2,35.0,0.0,30.0,0.0,2.5,42.0,30.0,24.4,30.4,Papua New Guinea,6.7,$16.9,8.9,7.3,"$2,532 ",1.9,8.4,-$309.2,25.2,,,,,,,,,,,,,,,
129,Paraguay,Paraguay,South and Central America / Caribbean,80,15,61.1,-0.7,30.0,0.0,22.0,0.0,95.9,-1.0,85.4,-3.1,59.1,-0.7,25.6,-1.6,79.8,-1.6,82.7,0.0,70.0,0.0,60.0,0.0,3.7,10.0,10.0,14.5,22.1,Paraguay,6.5,$35.3,3.8,5.3,"$5,413 ",6.6,6.6,$303.0,13.7,,,,,,,,,,,,,,,
130,Peru,Peru,South and Central America / Caribbean,44,7,68.2,-0.5,40.0,0.0,34.0,-1.0,79.9,0.2,89.1,-1.8,72.3,0.3,67.1,-1.4,84.3,-1.2,85.0,0.0,70.0,0.0,60.0,0.0,2.5,30.0,30.0,14.5,19.1,Peru,30.0,$302.0,6.9,7.0,"$10,062 ",7.9,3.4,"$8,232.6",21.6,,,,,,,,,,,,,,,
131,Philippines,Philippines,Asia-Pacific,97,17,58.2,1.1,30.0,0.0,26.0,2.0,79.3,0.2,90.2,0.5,53.1,-1.2,51.0,-0.7,76.6,-0.5,75.5,0.0,50.0,10.0,50.0,0.0,4.8,32.0,30.0,12.1,18.1,Philippines,95.9,$390.4,3.7,4.6,"$4,073 ",7.0,4.8,"$1,262.0",40.5,,,,,,,,,,,,,,,
132,Poland,Poland,Europe,57,26,66.0,1.8,60.0,0.0,55.0,2.0,76.0,1.6,43.0,2.7,64.0,2.6,62.9,1.6,77.7,-1.4,86.8,-0.3,65.0,0.0,70.0,10.0,1.6,32.0,19.0,31.8,43.6,Poland,37.9,$771.7,4.4,4.3,"$20,334 ",10.1,4.3,"$15,138.8",55.4,,,,,,,,,,,,,,,
133,Portugal,Portugal,Europe,67,31,63.1,0.1,70.0,0.0,61.0,1.0,61.6,2.6,28.3,2.8,82.8,-0.2,31.0,-1.5,79.4,-3.2,86.8,-0.3,70.0,0.0,60.0,0.0,1.6,46.5,26.5,31.3,48.9,Portugal,10.7,$249.0,-1.5,-0.1,"$23,361 ",15.9,3.6,"$10,344.0",106.8,,,,,,,,,,,,,,,
134,Qatar,Qatar,Middle East / North Africa,27,2,71.3,0.0,70.0,0.0,72.0,-5.0,99.8,0.1,81.2,7.6,69.4,-0.3,63.4,-4.5,80.3,3.2,82.5,0.0,45.0,0.0,50.0,0.0,3.8,0.0,0.0,4.9,25.1,Qatar,1.8,$182.0,18.8,16.6,"$1,02,943 ",0.4,2.0,-$86.8,31.5,,,,,,,,,,,,,,,
135,Romania,Romania,Europe,59,28,65.1,0.7,40.0,0.0,36.0,-1.0,87.9,0.5,62.2,7.1,70.4,-0.1,63.5,0.9,74.7,0.4,86.8,-0.3,80.0,0.0,50.0,0.0,1.6,16.0,16.0,26.5,35.5,Romania,21.4,$267.2,2.5,1.4,"$12,476 ",5.1,5.8,"$2,670.4",33.0,,,,,,,,,,,,,,,
136,Russia,Russia,Europe,139,41,51.1,0.6,25.0,0.0,24.0,3.0,86.9,4.4,54.4,5.8,69.2,4.1,52.6,-10.9,66.7,0.4,77.4,9.2,25.0,0.0,30.0,-10.0,3.8,13.0,20.0,27.2,39.0,Russia,142.4,"$2,383.4",4.3,2.8,"$16,736 ",6.6,8.4,"$52,878.0",9.6,,,,,,,,,,,,,,,
137,Rwanda,Rwanda,Sub-Saharan Africa,63,3,64.1,-0.8,30.0,-5.0,50.0,10.0,80.4,3.2,75.9,-2.6,65.6,-8.0,80.3,-11.1,75.5,0.3,78.0,0.0,65.0,5.0,40.0,0.0,6.0,30.0,30.0,12.6,28.3,Rwanda,10.2,$13.7,8.8,7.4,"$1,341 ",N/A,5.7,$106.0,23.4,,,,,,,,,,,,,,,
138,Saint Lucia,SaintLucia,South and Central America / Caribbean,32,2,70.4,-0.9,70.0,0.0,70.0,0.0,76.9,2.8,63.6,-4.1,85.3,0.6,76.4,-7.1,84.7,-1.1,71.9,0.0,65.0,0.0,40.0,0.0,9.0,30.0,30.0,22.5,34.8,St. Lucia,0.2,$2.1,0.2,1.9,"$12,607 ",N/A,2.8,$75.8,71.9,,,,,,,,,,,,,,,
139,Saint Vincent and The Grenadines,SaintVincentGrenadines,South and Central America / Caribbean,54,11,66.7,0.2,70.0,0.0,58.0,-6.0,74.2,2.7,67.1,6.4,77.6,0.2,76.6,-0.1,80.3,-0.8,73.3,0.0,50.0,0.0,40.0,0.0,8.4,32.5,32.5,21.6,33.1,St. Vincent and the Grenadines,0.1,$1.3,-0.4,-0.4,"$11,491 ",N/A,3.2,$135.1,71.4,,,,,,,,,,,,,,,
140,Samoa,Samoa,Asia-Pacific,106,19,57.1,-3.4,60.0,0.0,39.0,-2.0,80.6,0.3,34.3,-27.0,72.4,-0.5,80.4,-1.9,78.5,1.5,66.0,-4.0,30.0,0.0,30.0,0.0,12.0,27.0,27.0,21.9,46.8,Samoa,0.2,$1.1,2.1,0.6,"$5,965 ",N/A,2.9,$12.0,53.6,,,,,,,,,,,,,,,
141,Sao Tome and Principe,SaoTomePrincipe,Sub-Saharan Africa,153,36,48.0,-2.2,20.0,-10.0,30.0,0.0,86.9,-0.1,45.3,-3.8,53.5,0.3,38.6,-7.5,66.0,1.4,60.0,-6.6,50.0,5.0,30.0,0.0,15.0,20.0,25.0,17.0,42.7,São Tomé and Príncipe,0.2,$0.4,4.9,4.9,"$2,252 ",N/A,14.3,$18.0,74.4,,,,,,,,,,,,,,,
142,Saudi Arabia,SaudiArabia,Middle East / North Africa,82,8,60.6,-1.9,40.0,-5.0,44.0,-3.0,99.6,0.0,52.2,14.9,68.2,-19.3,69.2,-1.9,65.7,0.8,77.3,-5.0,40.0,0.0,50.0,0.0,3.9,2.5,2.5,5.4,39.9,Saudi Arabia,28.2,$682.8,6.8,3.5,"$24,237 ",10.9,5.0,"$16,400.0",7.5,,,,,,,,,,,,,,,
143,Senegal,Senegal,Sub-Saharan Africa,116,19,55.5,0.1,40.0,0.0,29.0,0.0,65.2,-0.2,75.6,-2.9,56.7,-1.7,41.3,-2.2,79.6,-2.0,72.2,0.0,55.0,10.0,40.0,0.0,8.9,50.0,25.0,18.8,28.5,Senegal,13.4,$25.2,2.6,3.5,"$1,871 ",48.0,3.4,$286.1,40.6,,,,,,,,,,,,,,,
144,Serbia,Serbia,Europe,94,37,58.6,0.6,40.0,0.0,33.0,-2.0,84.2,0.1,40.3,1.0,60.2,3.7,70.4,1.7,65.3,-2.7,77.9,0.0,65.0,5.0,50.0,0.0,6.0,15.0,10.0,35.4,44.6,Serbia,7.4,$78.9,1.8,1.7,"$10,642 ",23.4,11.2,"$2,709.3",47.9,,,,,,,,,,,,,,,
145,Seychelles,Seychelles,Sub-Saharan Africa,124,23,54.9,1.9,50.0,0.0,48.0,0.0,77.6,1.6,56.9,-2.7,69.2,6.9,63.5,5.5,75.6,8.2,33.4,0.0,45.0,0.0,30.0,0.0,28.3,15.0,33.0,30.4,37.9,Seychelles,0.1,$2.2,4.9,4.1,"$24,726 ",2.0,2.6,$143.9,83.0,,,,,,,,,,,,,,,
146,Sierra Leone,SierraLeone,Sub-Saharan Africa,151,37,48.3,-0.8,10.0,0.0,25.0,1.0,80.7,-0.2,75.9,-8.4,51.5,-0.3,26.3,-15.7,68.5,-1.6,70.2,7.4,55.0,10.0,20.0,0.0,13.6,30.0,30.0,11.6,28.3,Sierra Leone,6.0,$5.1,5.3,5.1,$849 ,N/A,18.5,$48.7,60.0,,,,,,,,,,,,,,,
147,Singapore,Singapore,Asia-Pacific,2,2,88.0,0.5,90.0,0.0,92.0,-1.0,91.1,-0.2,91.3,0.0,97.1,-0.1,91.4,-0.7,82.0,-2.8,90.0,0.0,75.0,0.0,80.0,10.0,0.0,20.0,17.0,14.1,17.0,Singapore,5.3,$314.9,4.9,5.7,"$59,711 ",2.0,5.2,"$64,003.2",100.8,,,,,,,,,,,,,,,
148,Slovakia,Slovakia,Europe,42,20,68.7,1.7,50.0,0.0,40.0,-3.0,84.7,0.5,58.0,9.8,71.0,0.0,72.2,14.1,79.1,-4.4,86.8,-0.3,75.0,0.0,70.0,0.0,1.6,19.0,19.0,28.4,37.4,Slovakia,5.4,$126.9,3.3,3.6,"$23,304 ",14.4,4.1,"$2,142.9",44.6,,,,,,,,,,,,,,,
149,Slovenia,Slovenia,Europe,76,34,61.7,-1.2,60.0,0.0,59.0,-5.0,65.7,0.9,22.3,-5.6,80.7,-0.7,40.4,-1.8,81.6,0.4,86.8,-0.3,70.0,0.0,50.0,0.0,1.6,41.0,18.0,37.7,50.9,Slovenia,2.0,$57.9,-0.2,0.6,"$28,642 ",8.4,1.8,$999.2,47.3,,,,,,,,,,,,,,,
150,Solomon Islands,SolomonIslands,Asia-Pacific,165,37,45.0,-1.2,30.0,0.0,27.0,-1.0,66.2,-3.1,6.1,-24.2,66.6,2.9,66.4,-1.7,75.4,-2.0,72.6,17.2,10.0,0.0,30.0,0.0,8.7,40.0,30.0,29.6,55.9,Solomon Islands,0.5,$1.7,9.3,4.9,"$3,192 ",N/A,6.7,$146.4,22.6,,,,,,,,,,,,,,,
151,South Africa,SouthAfrica,Sub-Saharan Africa,74,6,61.8,-0.9,50.0,0.0,41.0,-4.0,70.5,-0.2,69.2,-2.7,74.7,-1.1,55.6,-1.7,75.8,0.8,76.3,0.0,45.0,0.0,60.0,0.0,4.4,40.0,28.0,23.8,32.0,South Africa,50.6,$555.1,3.1,2.7,"$10,973 ",24.9,5.0,"$5,807.4",38.8,,,,,,,,,,,,,,,
152,Spain,Spain,Europe,46,22,68.0,-1.1,70.0,0.0,62.0,1.0,53.9,-7.4,43.0,5.9,80.3,-1.0,54.3,2.5,79.9,-1.6,86.8,-0.3,80.0,0.0,70.0,-10.0,1.6,52.0,30.0,31.7,43.6,Spain,46.2,"$1,413.5",0.7,0.2,"$30,626 ",25.1,3.1,"$29,476.3",68.5,,,,,,,,,,,,,,,
153,Sri Lanka,SriLanka,Asia-Pacific,81,13,60.7,2.4,40.0,0.0,33.0,1.0,84.7,11.2,86.5,5.1,77.0,-1.0,60.8,-1.3,69.1,0.6,76.2,-0.9,40.0,10.0,40.0,0.0,6.9,24.0,28.0,12.9,21.2,Sri Lanka,20.5,$116.5,8.2,6.5,"$5,674 ",4.2,6.7,$300.0,78.5,,,,,,,,,,,,,,,
154,Sudan,Sudan,Sub-Saharan Africa,N/A,N/A,N/A,N/A,N/A,N/A,16,N/A,N/A,N/A,89.9,N/A,57.4,N/A,65.4,N/A,64.5,N/A,N/A,N/A,15,N/A,N/A,N/A,$14.8,10,$35.0 ,6.5,18.358,Sudan,32.7,$89.0,-3.9,3.5,"$2,726 ",N/A,18.1,"$1,936.0",73.1,,,,,,,,,,,,,,,
155,Suriname,Suriname,South and Central America / Caribbean,135,23,52.0,-0.6,40.0,0.0,30.0,-7.0,71.6,8.4,72.5,5.0,40.2,-0.5,77.5,-3.7,66.7,-7.8,66.3,0.0,25.0,0.0,30.0,0.0,11.9,38.0,36.0,10.0,30.3,Suriname,0.5,$5.1,4.5,3.1,"$9,475 ",9.0,17.7,-$585.2,20.6,,,,,,,,,,,,,,,
156,Swaziland,Swaziland,Sub-Saharan Africa,104,16,57.2,0.0,40.0,0.0,31.0,-1.0,74.4,7.2,51.3,-5.2,66.0,-0.4,70.3,-0.5,74.7,0.2,69.7,0.0,55.0,0.0,40.0,0.0,10.2,33.0,30.0,23.8,40.3,Swaziland,1.2,$6.2,0.3,1.9,"$5,302 ",40.0,6.1,$94.8,17.5,,,,,,,,,,,,,,,
157,Sweden,Sweden,Europe,18,9,72.9,1.2,90.0,0.0,93.0,1.0,39.6,0.5,21.0,12.2,93.2,-1.4,53.6,-1.0,82.1,1.2,86.8,-0.3,90.0,0.0,80.0,0.0,1.6,57.0,26.3,45.8,51.3,Sweden,9.5,$381.7,4.0,1.5,"$40,394 ",7.8,1.4,"$12,090.6",37.4,,,,,,,,,,,,,,,
158,Switzerland,Switzerland,Europe,5,1,81.0,-0.1,90.0,0.0,88.0,1.0,68.1,0.2,63.8,-2.0,75.8,-2.1,87.9,0.0,86.2,1.8,90.0,0.0,80.0,0.0,80.0,0.0,0.0,41.5,24.0,29.8,34.7,Switzerland,7.8,$339.9,1.9,1.7,"$43,370 ",4.2,0.2,-$196.5,48.6,,,,,,,,,,,,,,,
159,Syria,Syria,Middle East / North Africa,N/A,N/A,N/A,N/A,20.0,N/A,26.0,N/A,86.2,N/A,N/A,N/A,59.3,N/A,48.9,N/A,71.5,N/A,72.8,N/A,10.0,N/A,20.0,N/A,6.1,22.0,28.0,10.4,N/A,Syria,20.5,$106.0,-3.4,N/A,"$4,630 ",N/A,4.8,"$1,059.5",N/A,,,,,,,,,,,,,,,
160,Taiwan,Taiwan,Asia-Pacific,20,5,72.7,0.8,70.0,0.0,61.0,3.0,80.5,0.1,84.9,-7.4,94.3,5.8,53.3,6.7,82.9,-0.2,85.0,0.0,65.0,0.0,50.0,0.0,2.5,40.0,17.0,7.9,22.4,Taiwan,23.2,$876.0,4.0,3.8,"$37,720 ",4.4,1.4,"-$1,962.0",40.8,,,,,,,,,,,,,,,
161,Tajikistan,Tajikistan,Asia-Pacific,131,27,53.4,0.0,20.0,0.0,23.0,2.0,92.8,3.8,78.1,2.6,61.7,0.1,55.5,-1.3,64.6,-2.8,78.2,-4.3,20.0,0.0,40.0,0.0,5.9,13.0,15.0,18.0,27.0,Tajikistan,7.8,$16.2,7.4,6.6,"$2,067 ",2.2,12.4,$11.1,35.3,,,,,,,,,,,,,,,
162,Tanzania,Tanzania,Sub-Saharan Africa,98,13,57.9,0.9,30.0,0.0,30.0,3.0,79.9,0.2,77.9,-2.3,48.6,3.4,61.9,1.8,71.8,2.4,73.5,0.0,55.0,0.0,50.0,0.0,8.2,30.0,30.0,14.6,27.1,Tanzania,42.2,$63.9,6.7,6.8,"$1,515 ",N/A,7.0,"$1,095.4",44.4,,,,,,,,,,,,,,,
163,Thailand,Thailand,Asia-Pacific,61,10,64.1,-0.8,45.0,0.0,34.0,-1.0,78.9,3.8,83.7,-3.8,73.2,0.7,72.9,-6.1,68.3,-1.0,75.2,0.0,40.0,0.0,70.0,0.0,4.9,37.0,23.0,14.5,23.3,Thailand,64.1,$602.1,0.1,2.6,"$9,396 ",0.7,3.8,"$9,572.0",41.7,,,,,,,,,,,,,,,
164,Timor-Leste,TimorLeste,Asia-Pacific,166,38,43.7,0.4,20.0,0.0,24.0,-1.0,64.7,0.0,0.0,0.0,44.8,1.7,81.2,6.1,69.3,-8.1,73.0,0.0,40.0,5.0,20.0,0.0,6.0,10.0,10.0,342.0,156.4,Timor-Leste,1.1,$9.5,10.6,11.8,"$8,701 ",18.4,13.5,$20.0,0.0,,,,,,,,,,,,,,,
165,Togo,Togo,Sub-Saharan Africa,150,35,48.8,0.5,30.0,0.0,24.0,0.0,68.5,-0.1,81.6,-4.0,39.9,5.1,44.2,-1.0,78.5,0.2,56.7,-5.0,35.0,10.0,30.0,0.0,14.2,45.0,30.0,15.1,24.8,Togo,7.1,$6.4,4.1,3.2,$899 ,N/A,3.6,$53.8,30.8,,,,,,,,,,,,,,,
166,Tonga,Tonga,Asia-Pacific,112,22,56.0,-1.0,20.0,-5.0,31.0,1.0,87.1,1.2,64.7,2.5,76.6,-0.9,84.4,-7.7,71.1,-1.0,75.6,0.3,30.0,0.0,20.0,0.0,7.2,20.0,25.0,16.3,34.3,Tonga,0.1,$0.8,1.5,0.4,"$7,344 ",N/A,5.3,$10.4,42.8,,,,,,,,,,,,,,,
167,Trinidad and Tobago,TrinidadTobago,South and Central America / Caribbean,72,14,62.3,-2.1,50.0,0.0,32.0,-4.0,84.9,-0.6,60.4,-4.7,55.1,-5.0,76.7,-0.6,73.7,3.6,69.9,0.0,60.0,0.0,60.0,-10.0,10.0,25.0,25.0,16.0,36.3,Trinidad and Tobago,1.3,$26.5,-1.3,0.5,"$20,053 ",6.4,5.1,$574.0,32.4,,,,,,,,,,,,,,,
168,Tunisia,Tunisia,Middle East / North Africa,107,11,57.0,-1.6,40.0,0.0,38.0,-5.0,74.5,-0.3,63.7,-7.8,82.8,-0.1,70.1,-4.0,77.8,0.9,58.1,0.0,35.0,0.0,30.0,0.0,16.0,35.0,30.0,20.5,34.8,Tunisia,10.7,$101.0,-0.8,3.2,"$9,478 ",18.0,3.5,"$1,142.9",42.4,,,,,,,,,,,,,,,
169,Turkey,Turkey,Europe,69,32,62.9,0.4,50.0,0.0,42.0,-2.0,77.0,-0.7,64.9,6.4,68.2,1.1,43.1,3.1,73.3,1.4,85.2,-0.2,65.0,-5.0,60.0,0.0,2.4,35.0,20.0,26.0,34.2,Turkey,74.0,"$1,073.6",8.5,3.5,"$14,517 ",11.7,6.5,"$15,876.0",39.4,,,,,,,,,,,,,,,
170,Turkmenistan,Turkmenistan,Asia-Pacific,169,39,42.6,-1.2,5.0,-5.0,16.0,0.0,94.0,-4.4,91.7,-1.8,30.0,0.0,30.0,0.0,70.6,-0.4,79.2,0.0,0.0,0.0,10.0,0.0,2.9,10.0,8.0,20.9,16.7,Turkmenistan,5.5,$43.4,14.7,11.1,"$7,846 ",N/A,5.8,"$3,186.0",15.4,,,,,,,,,,,,,,,
171,Uganda,Uganda,Sub-Saharan Africa,79,8,61.1,-0.8,30.0,0.0,24.0,-1.0,80.6,0.2,84.3,-8.7,48.4,-0.7,87.9,0.0,77.2,2.6,73.6,0.0,55.0,10.0,50.0,-10.0,8.2,30.0,30.0,11.7,22.9,Uganda,35.2,$46.4,6.7,7.4,"$1,317 ",N/A,6.5,$792.3,29.2,,,,,,,,,,,,,,,
172,Ukraine,Ukraine,Europe,161,43,46.3,0.2,30.0,0.0,23.0,-1.0,78.2,0.0,29.4,0.0,47.6,1.4,49.9,-1.3,71.0,3.3,84.4,0.0,20.0,0.0,30.0,0.0,2.8,17.0,21.0,38.1,48.5,Ukraine,45.6,$329.5,5.2,0.6,"$7,233 ",8.4,8.0,"$7,207.0",36.5,,,,,,,,,,,,,,,
173,United Arab Emirates,UnitedArabEmirates,Middle East / North Africa,28,3,71.1,1.8,55.0,0.0,68.0,5.0,99.9,0.0,85.1,5.0,74.0,6.0,77.6,-1.2,83.9,3.0,82.6,0.0,35.0,0.0,50.0,0.0,3.7,0.0,0.0,7.1,22.3,United Arab Emirates,5.4,$258.8,4.9,2.8,"$48,158 ",12.9,0.9,"$7,679.0",16.9,,,,,,,,,,,,,,,
174,United Kingdom,UnitedKingdom,Europe,14,5,74.8,0.7,90.0,0.0,78.0,2.0,57.0,0.6,27.7,6.2,94.1,-0.6,71.6,0.1,72.4,-1.5,86.8,-0.3,90.0,0.0,80.0,0.0,1.6,50.0,24.0,35.0,49.1,United Kingdom,62.6,"$2,260.8",0.7,0.1,"$36,090 ",8.0,4.5,"$53,949.3",82.5,,,,,,,,,,,,,,,
175,United States,UnitedStates,North America,10,2,76.0,-0.3,85.0,0.0,71.0,0.0,69.3,-0.5,47.8,1.1,90.5,-0.6,95.5,-0.3,75.0,-2.2,86.4,0.0,70.0,0.0,70.0,0.0,1.8,35.0,35.0,24.8,41.7,United States,311.9,"$15,094.0",1.7,0.5,"$48,387 ",7.9,3.1,"$2,26,937.0",102.9,,,,,,,,,,,,,,,
176,Uruguay,Uruguay,South and Central America / Caribbean,36,4,69.7,-0.2,70.0,0.0,70.0,1.0,84.2,3.0,68.3,-0.4,73.4,-1.5,70.7,-3.3,72.5,-0.9,82.9,0.0,75.0,0.0,30.0,0.0,3.6,25.0,25.0,18.1,32.5,Uruguay,3.4,$50.9,5.7,6.1,"$15,113 ",6.0,8.1,"$2,191.2",54.2,,,,,,,,,,,,,,,
177,Uzbekistan,Uzbekistan,Asia-Pacific,162,35,46.0,0.2,15.0,0.0,16.0,0.0,90.2,-4.2,67.8,2.9,71.2,3.6,61.0,0.9,63.0,-1.2,66.1,0.0,0.0,0.0,10.0,0.0,6.9,22.0,9.0,20.4,32.8,Uzbekistan,28.8,$95.2,8.3,8.7,"$3,302 ",1.0,12.8,"$1,403.0",9.1,,,,,,,,,,,,,,,
178,Vanuatu,Vanuatu,Asia-Pacific,109,21,56.6,0.0,40.0,0.0,35.0,-1.0,97.3,0.3,80.5,0.6,56.4,-2.9,57.7,7.0,81.4,3.0,48.0,-7.1,30.0,0.0,40.0,0.0,18.5,0.0,0.0,16.5,25.5,Vanuatu,0.2,$1.2,3.3,4.3,"$4,916 ",N/A,1.2,$58.2,20.0,,,,,,,,,,,,,,,
179,Venezuela,Venezuela,South and Central America / Caribbean,174,28,36.1,-2.0,5.0,0.0,19.0,-1.0,75.6,0.8,50.6,-16.7,45.6,-1.7,34.5,-1.5,47.3,0.9,58.8,0.0,5.0,0.0,20.0,0.0,10.6,34.0,34.0,11.3,40.6,Venezuela,29.8,$374.1,4.2,2.6,"$12,568 ",8.2,26.1,"$5,302.0",45.5,,,,,,,,,,,,,,,
180,Vietnam,Vietnam,Asia-Pacific,140,30,51.0,-0.3,15.0,0.0,29.0,2.0,75.6,-0.9,72.4,5.9,63.8,2.7,65.5,-1.8,65.3,-9.8,78.6,-1.0,15.0,0.0,30.0,0.0,5.7,35.0,25.0,24.3,30.3,Vietnam,89.3,$300.0,5.9,6.5,"$3,359 ",2.3,18.7,"$7,430.0",38.0,,,,,,,,,,,,,,,
181,Yemen,Yemen,Middle East / North Africa,113,12,55.9,0.6,30.0,0.0,21.0,-1.0,91.5,8.4,72.8,10.0,61.3,-10.2,55.3,-2.0,65.7,-3.6,81.5,0.0,50.0,5.0,30.0,0.0,4.2,20.0,20.0,7.1,30.1,Yemen,25.1,$58.0,-10.5,1.4,"$2,307 ",N/A,17.6,-$712.8,42.5,,,,,,,,,,,,,,,
182,Zambia,Zambia,Sub-Saharan Africa,93,12,58.7,0.4,30.0,0.0,32.0,2.0,72.9,-0.4,80.3,-4.6,60.4,-0.8,58.4,7.3,66.0,1.1,82.3,0.0,55.0,0.0,50.0,0.0,3.8,35.0,35.0,16.0,25.6,Zambia,13.6,$21.9,6.6,6.5,"$1,611 ",14.0,8.7,"$1,981.7",26.1,,,,,,,,,,,,,,,
183,Zimbabwe,Zimbabwe,Sub-Saharan Africa,175,46,28.6,2.3,10.0,0.0,22.0,-2.0,71.8,6.6,66.4,27.7,33.4,-1.5,21.9,-7.7,0.0,0.0,50.4,0.0,0.0,0.0,10.0,0.0,17.3,45.0,25.0,12.9,33.5,Zimbabwe,12.6,$6.1,9.3,-0.1,$487 ,95.0,3.5,$387.0,70.3,,,,,,,,,,,,,,,
184,Somalia,Somalia,Sub-Saharan Africa,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Somalia,9.1,$6.1,$2.6 ,N/A,$600 ,N/A,N/A,102,N/A,,,,,,,,,,,,,,,
185,Kosovo,Kosovo,Europe,N/A,N/A,N/A,N/A,30,N/A,29,N/A,93.5,N/A,73,N/A,52.4,N/A,77.7,N/A,N/A,N/A,N/A,N/A,65,N/A,N/A,N/A,N/A,10,10,21.3,30,Kosovo,1.7,$12.0,5.2,N/A,"$7,052 ",45.1,7.3,$473.0,5.6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
